class,precision,sensitivity,f1,specificity,accuracy,mcc,dor,TP,FP,FN,TN,anno_set,classifier,metric_type,organ,magnification,model,dropoutFraction,layerDepth,numberOfEpochs,trainPercent,validationPercent,patience,checkPointAccuracy,augmentColor,augmentGeometry,balanceClasses,elasticDeform,fixedDataSeed,augmentation,overlapPredict,pretrained,focalLoss,filterSize,kernelIncrease,normalization,magLayers,model_name,backbone_name,encoder_freeze,decoder_use_batchnorm,middleBlocks,loss,optimizer,learningRate,useFP16,useAllGPUs,time_evaluated,balance only,balance + elastic
Background,0.921797152,0.946413812,0.9339433,0.985634677,0.979682419,0.922052514,1211.793977,10278937,872038,581996,59832341,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_23_16_50_14_504893_667,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.967249906,0.950833707,0.958971556,0.873101392,0.935103685,0.804541852,133.0592054,54276682,1837753,2806572,12644305,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_23_16_50_14_504893_667,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.545819416,0.648132832,0.592592349,0.97125682,0.954907106,0.571263769,62.24214365,2346970,1952932,1274155,65991255,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_23_16_50_14_504893_667,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.929905081,0.932596951,0.931249071,0.987422654,0.979102166,0.918928859,1086.24681,10128873,763500,732060,59940879,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_23_16_50_14_509736_407,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.968969861,0.952729219,0.960780914,0.879739951,0.937959007,0.813105148,147.4380731,54384884,1741613,2698370,12740445,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_23_16_50_14_509736_407,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.565069344,0.709463219,0.629086973,0.970896892,0.95766864,0.611367541,81.46339547,2569055,1977387,1052070,65966800,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_23_16_50_14_509736_407,pixel,Heart,10,AE_FCN16,0.2,16,30,70,15,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"geo, balance, elastic",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.940795532,0.960847655,0.950715872,0.989181654,0.984881614,0.941861427,2243.943516,10435702,656721,425231,60047658,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_24_23_35_54_94978_950,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.975931748,0.977081685,0.976506378,0.905019508,0.962499081,0.883636348,406.2297363,55775002,1375513,1308252,13106545,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_24_23_35_54_94978_950,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.795564256,0.729928406,0.761334307,0.990003383,0.976843879,0.749956623,267.6609363,2643162,679212,977963,67264975,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_24_23_35_54_94978_950,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.889253906,0.968767891,0.927309499,0.979421818,0.977869432,0.915451872,1476.322312,10102112,1258099,325682,59879419,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_24_23_36_21_457493_743,pixel,Heart,10,Seg_Model,,,30,65,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.972122391,0.964932909,0.968514308,0.886357109,0.949546604,0.841767641,214.6168571,55533592,1592540,2018173,12421007,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_24_23_36_21_457493_743,pixel,Heart,10,Seg_Model,,,30,65,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.729801762,0.626656939,0.674307796,0.987762027,0.969668993,0.660601147,135.4767,2247037,831932,1338716,67147627,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_24_23_36_21_457493_743,pixel,Heart,10,Seg_Model,,,30,65,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.908516617,0.96197555,0.934482152,0.982669125,0.979528616,0.922892436,1434.458275,10447952,1052060,412981,59652319,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_6_24_23_39_12_94059_328,pixel,Heart,10,AE_Xception,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.964865454,0.972079728,0.968459156,0.860476322,0.949495504,0.841960662,214.7203679,55489474,2020590,1593780,12461468,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_6_24_23_39_12_94059_328,pixel,Heart,10,AE_Xception,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.785232753,0.554097138,0.649720766,0.991923062,0.969769558,0.644963087,152.6078503,2006455,548781,1614670,67395406,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_6_24_23_39_12_94059_328,pixel,Heart,10,AE_Xception,,,30,70,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.858160755,0.971244349,0.911207455,0.97261953,0.972419152,0.897357888,1199.795944,10127936,1673974,299858,59463544,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_6_24_23_41_25_78902_325,pixel,Heart,10,AE_Xception,,,30,65,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.964426303,0.959299684,0.961856163,0.854680189,0.938813639,0.807386556,138.6230142,55209390,2036446,2342375,11977101,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_6_24_23_41_25_78902_325,pixel,Heart,10,AE_Xception,,,30,65,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.714241454,0.501470681,0.589236774,0.989417172,0.964968797,0.581294825,94.04431261,1798150,719416,1787603,67260143,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Xception_2020_6_24_23_41_25_78902_325,pixel,Heart,10,AE_Xception,,,30,65,15,20,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"color, geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.885803327,0.96972378,0.925865806,0.977632816,0.976432521,0.913209411,1399.944616,10532105,1357786,328828,59346593,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_6_24_23_42_27_50859_645,pixel,Heart,10,AE_ResNet50,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.969411466,0.958165542,0.963755698,0.880829299,0.94251567,0.825247259,169.2889688,54695207,1725837,2388047,12756221,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_6_24_23_42_27_50859_645,pixel,Heart,10,AE_ResNet50,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.67412872,0.605852877,0.638169838,0.984391483,0.965237852,0.620941536,96.94267939,2193869,1060508,1427256,66883679,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_6_24_23_42_27_50859_645,pixel,Heart,10,AE_ResNet50,,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.853475973,0.961967124,0.904479825,0.971831585,0.970394232,0.889259784,872.6290204,10031195,1722147,396599,59415371,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_6_24_23_42_46_355412_908,pixel,Heart,10,AE_ResNet50,,,30,65,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.966455589,0.947660493,0.956965764,0.864916712,0.931458037,0.789666742,115.9299948,54539534,1892996,3012231,12120551,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_6_24_23_42_46_355412_908,pixel,Heart,10,AE_ResNet50,,,30,65,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.613278827,0.577992684,0.595113158,0.980775089,0.960593828,0.57469992,69.87268624,2072539,1306901,1513214,66672658,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_ResNet50_2020_6_24_23_42_46_355412_908,pixel,Heart,10,AE_ResNet50,,,30,65,15,20,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,balance,TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.903060889,0.937982185,0.92019034,0.982826405,0.976292146,0.906499474,865.5530997,9781085,1049951,646709,60087567,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_24_23_43_45_860854_128,pixel,Heart,10,AE_InceptionV3,0,,30,65,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.957404124,0.967416933,0.962384486,0.823234903,0.939183958,0.80400538,138.2766931,55676552,2477106,1875213,11536441,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_24_23_43_45_860854_128,pixel,Heart,10,AE_InceptionV3,0,,30,65,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.664826022,0.478466308,0.556457599,0.987276234,0.961782504,0.544988118,71.18557576,1715662,864956,1870091,67114603,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_24_23_43_45_860854_128,pixel,Heart,10,AE_InceptionV3,0,,30,65,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.888339167,0.967983874,0.92645296,0.97823106,0.976675921,0.913811439,1358.6372,10513208,1321470,347725,59382909,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_24_23_44_1_602341_699,pixel,Heart,10,AE_InceptionV3,0,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.972936624,0.955345696,0.964060923,0.895254252,0.943185506,0.829351591,182.8551565,54534241,1516934,2549013,12965124,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_24_23_44_1_602341_699,pixel,Heart,10,AE_InceptionV3,0,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.6590901,0.669707618,0.664356441,0.981538318,0.965760032,0.646340417,107.8009694,2425095,1254364,1196030,66689823,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_24_23_44_1_602341_699,pixel,Heart,10,AE_InceptionV3,0,,30,70,15,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.925489526,0.944457534,0.934877328,0.986395726,0.98003108,0.923152559,1232.914877,10257690,825839,603243,59878540,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_6_24_23_44_53_917701_539,pixel,Heart,10,AE_FCN8,0,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.957369184,0.97740968,0.967285642,0.82844662,0.947265304,0.832642125,208.9389921,55793725,2484446,1289529,11997612,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_6_24_23_44_53_917701_539,pixel,Heart,10,AE_FCN8,0,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.783631147,0.476873624,0.592925998,0.992982578,0.966868041,0.596122407,128.9913976,1726819,476793,1894306,67467394,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_6_24_23_44_53_917701_539,pixel,Heart,10,AE_FCN8,0,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.145710173,1,0.254357824,0,0.145710173,,,10427794,61137518,0,0,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_6_24_23_45_2_813556_990,pixel,Heart,10,AE_FCN8,0,,30,65,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,,0,,1,0.195814796,,,0,0,57551765,14013547,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_6_24_23_45_2_813556_990,pixel,Heart,10,AE_FCN8,0,,30,65,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,,0,,1,0.949895377,,,0,0,3585753,67979559,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_6_24_23_45_2_813556_990,pixel,Heart,10,AE_FCN8,0,,30,65,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.906410371,0.958399891,0.931680417,0.982294968,0.97866859,0.919555051,1278.196064,10409117,1074773,451816,59629606,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_24_23_46_8_554773_436,pixel,Heart,10,AE_FCN16,0,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.966674495,0.962586786,0.96462631,0.869197872,0.943688473,0.82668785,170.969532,54947586,1894284,2135668,12587774,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_24_23_46_8_554773_436,pixel,Heart,10,AE_FCN16,0,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.666751761,0.596493355,0.629668763,0.984110856,0.964497842,0.612129598,91.55844932,2159977,1079575,1461148,66864612,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_24_23_46_8_554773_436,pixel,Heart,10,AE_FCN16,0,16,30,70,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.896990631,0.949331086,0.922418972,0.981405215,0.976731688,0.909250921,988.8565739,9899429,1136839,528365,60000679,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_24_23_46_16_102185_997,pixel,Heart,10,AE_FCN16,0,16,30,65,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.959672473,0.95973312,0.959702796,0.834369771,0.935185122,0.794180866,120.0663929,55234335,2321067,2317430,11692480,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_24_23_46_16_102185_997,pixel,Heart,10,AE_FCN16,0,16,30,65,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.586268959,0.486189093,0.531559389,0.981902089,0.957064576,0.511716932,51.33831758,1743354,1230288,1842399,66749271,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN16_2020_6_24_23_46_16_102185_997,pixel,Heart,10,AE_FCN16,0,16,30,65,15,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"color, balance",TRUE,,,,FALSE,TRUE,1,,,,,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.867014052,0.963887439,0.912887949,0.977144874,0.975369827,0.900301341,1141.151679,9235901,1416638,346028,60566745,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_30_20_22_25_725475_156,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,FALSE,TRUE
Tissue,0.965747833,0.919043847,0.941817192,0.859428185,0.907822256,0.725893538,69.40611136,53391311,1893629,4703100,11577272,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_30_20_22_25_725475_156,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,FALSE,TRUE
Lesions,0.408532734,0.591198394,0.483177705,0.950814731,0.931272612,0.456466461,27.95641644,2299154,3328679,1589818,64347661,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_6_30_20_22_25_725475_156,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,TRUE,,FALSE,TRUE
Background,0.87238527,0.965915005,0.916770817,0.978157162,0.976518051,0.904729991,1269.03983,9255329,1353893,326600,60629490,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_30_20_25_18_740772_718,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,2,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Tissue,0.966231991,0.951742656,0.958932594,0.856556365,0.933825524,0.789306039,117.7689441,55290929,1932315,2803482,11538586,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_30_20_25_18_740772_718,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,2,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Lesions,0.607856579,0.583453674,0.595405191,0.978370417,0.956910018,0.572792547,63.35753027,2269035,1463811,1619937,66212529,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_6_30_20_25_18_740772_718,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,2,unet,efficientnetb0,FALSE,TRUE,,focal_loss,Adam,0.001,FALSE,TRUE,,TRUE,FALSE
Background,0.910774182,0.937403904,0.923897194,0.98356939,0.976563199,0.910181366,896.4598016,10181081,997410,679852,59706969,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_16_59_35_41962,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.955656665,0.96986964,0.962710697,0.822614438,0.940070868,0.810779605,149.2750073,55363315,2568908,1719939,11913150,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_16_59_35_41962,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.696589829,0.472186958,0.562845936,0.989038797,0.962886671,0.555454622,80.72145729,1709848,744750,1911277,67199437,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_16_59_35_41962,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.860422163,0.974015253,0.91370172,0.975574228,0.975365496,0.901750472,1497.129201,9332945,1513992,248984,60469391,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_16_59_35_37188,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.964795906,0.949181549,0.956925036,0.85063642,0.930632176,0.779621648,106.3719497,55142143,2012062,2952268,11458839,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_16_59_35_37188,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
