class,precision,sensitivity,f1,specificity,accuracy,mcc,dor,TP,FP,FN,TN,anno_set,classifier,metric_type,organ,magnification,model,dropoutFraction,layerDepth,numberOfEpochs,trainPercent,validationPercent,patience,checkPointAccuracy,augmentColor,augmentGeometry,balanceClasses,elasticDeform,fixedDataSeed,augmentation,overlapPredict,pretrained,focalLoss,filterSize,kernelIncrease,normalization,magLayers,model_name,backbone_name,encoder_freeze,decoder_use_batchnorm,middleBlocks,loss,optimizer,learningRate,useFP16,useAllGPUs,time_evaluated,balance only,balance + elastic
Lesions,0.591329819,0.541942704,0.565560136,0.978477412,0.954755427,0.542316236,53.78855475,2107600,1456570,1781372,66219770,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_16_59_35_37188,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,30,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.885934342,0.970607067,0.926339837,0.980681451,0.979332585,0.91563741,1676.308646,9300288,1197429,281641,60785954,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_42_634638,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.976729526,0.958039699,0.967294341,0.901564417,0.947409228,0.834210335,209.1171002,55656752,1326016,2437659,12144885,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_42_634638,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.693054075,0.727957414,0.710077091,0.981473274,0.967696822,0.693218077,141.7584256,2831006,1253821,1057966,66422519,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_42_634638,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.926662365,0.963370826,0.944660117,0.986359007,0.982870263,0.934778261,1901.758665,10463106,828068,397827,59876311,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_51_530379,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.978486862,0.97155248,0.975007342,0.91580361,0.96027106,0.878334036,371.4759802,55459377,1219337,1623877,13262721,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_51_530379,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.769478648,0.76401726,0.766738229,0.987801429,0.976478199,0.754358338,262.1703755,2766602,828822,854523,67115365,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_51_530379,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.9358494,0.948127016,0.941948202,0.98837191,0.982264243,0.931509523,1553.593128,10297544,705876,563389,59998503,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_1_898078,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.966661731,0.979917806,0.973244632,0.866790065,0.957025116,0.864654501,317.5088196,55936897,1929154,1146357,12552904,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_1_898078,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.822970272,0.612681694,0.702424867,0.992975941,0.973733476,0.697211589,223.6234979,2218597,477244,1402528,67466943,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_1_898078,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.932267318,0.954889511,0.943442823,0.987587535,0.9826252,0.93327418,1684.197963,10370991,753491,489942,59950888,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_56_166731,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.976280316,0.97219223,0.974231984,0.906896727,0.958978939,0.873754027,340.5484189,55495896,1348327,1587358,13133731,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_56_166731,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.75832917,0.753194656,0.755753192,0.987207221,0.975366446,0.742787236,235.5028037,2727412,869195,893713,67074992,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_54_56_166731,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.930270881,0.939803882,0.935013084,0.98739656,0.980173775,0.923332705,1223.126185,10207147,765084,653786,59939295,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_28_197962,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.975045624,0.969892746,0.972462359,0.902158312,0.95618591,0.86539757,297.0375746,55364634,1416949,1718620,13065109,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_28_197962,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.739490615,0.778367772,0.75843131,0.985386079,0.974911183,0.745481041,236.8053956,2818567,992931,802558,66951256,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_28_197962,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.92221671,0.94960258,0.935709309,0.985670128,0.980196425,0.924146011,1296.053286,10313570,869886,547363,59834493,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_34_187863,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.973918793,0.975224398,0.974571158,0.897059106,0.959406758,0.874011634,343.015274,55668982,1490796,1414272,12991262,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_34_187863,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.819704861,0.729373606,0.771905495,0.991449968,0.978189196,0.761923038,312.5236845,2641153,580925,979972,67363262,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_34_187863,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.923220286,0.959495561,0.941008456,0.985723188,0.981742817,0.930455137,1635.550967,10421017,866665,439916,59837714,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_39_47821,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.979708487,0.968213427,0.97392704,0.920956331,0.958650414,0.874440474,354.8945619,55268773,1144715,1814481,13337343,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_39_47821,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.745555417,0.795590321,0.769760651,0.985529152,0.975918459,0.757514151,265.0718008,2880932,983210,740193,66960977,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_39_47821,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.931483019,0.959998188,0.945525662,0.987366002,0.983212593,0.935754293,1875.547708,10426476,766939,434457,59937440,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_43_455814,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.980255835,0.966373693,0.973265265,0.923277479,0.957652682,0.872010737,345.8400679,55163755,1111100,1919499,13370958,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_43_455814,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.712964622,0.806668093,0.75692739,0.982691735,0.973785135,0.744711289,236.8945726,2921046,1175996,700079,66768191,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_43_455814,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.906106776,0.936634158,0.921117604,0.984996156,0.978520935,0.90885656,970.3910473,8974762,929989,607167,61053394,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_47_667475,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.975488396,0.960100224,0.967733141,0.895959149,0.948026804,0.834958441,207.2194061,55776457,1401524,2317954,12069377,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_47_667475,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.686849091,0.791688909,0.735552022,0.979258275,0.96906546,0.721258711,179.429793,3078856,1403724,810116,66272616,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_55_47_667475,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.921073726,0.964790778,0.94242554,0.985208662,0.982109992,0.932192996,1825.145409,10478528,897899,382405,59806480,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_56_39_443471,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.979253073,0.959605964,0.969329973,0.91986353,0.951563629,0.85525258,272.6897972,54777431,1160541,2305823,13321517,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_56_39_443471,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.653351645,0.766982913,0.705621848,0.978312022,0.967619005,0.691084236,148.4759989,2777341,1473572,843784,66470615,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_17_56_39_443471,pixel,Heart,10,Seg_Model,,,30,70,15,20,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.923570231,0.949914892,0.936557334,0.985935496,0.980468918,0.92514561,1329.536166,10316962,853777,543971,59850602,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_20_9_40_397092,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.975438018,0.971622834,0.973526688,0.903563844,0.95785032,0.870220898,320.8098099,55463393,1396594,1619861,13085464,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_20_9_40_397092,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.772800832,0.754332148,0.763454813,0.988180667,0.976348192,0.751069343,256.7187901,2731531,803055,889594,67141132,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_20_9_40_397092,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,1,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.81005011,0.991497015,0.891636144,0.964058496,0.967732258,0.879060151,3127.714704,9500454,2227776,81475,59755607,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_20_9_55_784220,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,2,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.967483475,0.928494636,0.947588173,0.86542088,0.91662212,0.748015246,83.50076677,53940349,1812902,4154062,11657999,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_20_9_55_784220,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,2,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.516262304,0.5421299,0.528879994,0.970809547,0.947514419,0.501274665,39.37805712,2108328,1975503,1780644,65700837,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_Seg_Model_2020_7_1_20_9_55_784220,pixel,Heart,10,Seg_Model,,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,TRUE,,,,,2,unet,efficientnetb0,FALSE,TRUE,,combo_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.871539548,0.940771479,0.904833152,0.975190752,0.969967196,0.887947649,624.3515943,10217656,1506030,643277,59198349,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_1_20_12_43_194689,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Tissue,0.95877729,0.939948536,0.949269555,0.840705306,0.919865535,0.75958322,82.60816029,53655321,2306915,3427933,12175143,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_1_20_12_43_194689,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Lesions,0.495802691,0.53116421,0.512874649,0.971211989,0.948946062,0.486290821,38.22173724,1923412,1955978,1697713,65988209,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_FCN8_2020_7_1_20_12_43_194689,pixel,Heart,10,AE_FCN8,0.2,,30,70,15,15,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"geo, balance",TRUE,,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,TRUE,FALSE
Background,0.92099501,0.901889736,0.911342254,0.986158033,0.973369263,0.89574379,654.9191881,9795364,840268,1065569,59864111,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_14_0_760045,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.956495281,0.951162034,0.953821202,0.829475617,0.926537398,0.774359968,94.73578979,54295424,2469544,2787830,12012514,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_14_0_760045,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.527027559,0.606142566,0.56382326,0.971008646,0.952546829,0.540335069,51.54544927,2194918,1969794,1426207,65974393,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_14_0_760045,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,2,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.907084005,0.960342634,0.932953857,0.982399853,0.979052393,0.921079026,1351.681377,10430217,1068406,430716,59635973,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_14_10_904796,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.974009602,0.958810407,0.966350243,0.89915349,0.946738149,0.83931021,207.5478323,54732018,1460465,2351236,13021593,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_14_10_904796,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.663288168,0.709645483,0.685684195,0.98080055,0.967080406,0.668760311,124.8546658,2569715,1304491,1051410,66639696,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_14_10_904796,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.895300638,0.968831315,0.930615768,0.979729222,0.978075328,0.918628473,1502.32996,10522412,1230525,338521,59473854,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Inception_2020_7_1_20_14_22_235271,pixel,Heart,10,AE_Inception,0.2,32,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.949220701,0.974127876,0.961513016,0.794593628,0.937797071,0.801404765,145.651533,55606389,2974707,1476865,11507351,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Inception_2020_7_1_20_14_22_235271,pixel,Heart,10,AE_Inception,0.2,32,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.778505928,0.264712762,0.395085817,0.995986103,0.958984487,0.43941619,89.33154707,958558,272721,2662567,67671466,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_Inception_2020_7_1_20_14_22_235271,pixel,Heart,10,AE_Inception,0.2,32,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Background,0.941079958,0.933601008,0.937325565,0.989542089,0.981052329,0.92617509,1330.421187,10139778,634841,721155,60069538,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_21_28_473269,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Tissue,0.971885153,0.965685873,0.968775596,0.889887887,0.950347286,0.847724858,227.4380541,55124492,1594650,1958762,12887408,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_21_28_473269,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
Lesions,0.666127233,0.748985743,0.705130698,0.979992696,0.968304002,0.689764503,146.1535713,2712171,1359380,908954,66584807,Heart_Lesions_10x_Static200618_Cons3,Heart_Lesions_10x_Static200618_Cons3_AE_InceptionV3_2020_7_1_20_21_28_473269,pixel,Heart,10,AE_InceptionV3,0.2,,30,70,15,15,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"balance, elastic",TRUE,TRUE,,,,,1,,,,,,focal_loss,Adam,0.001,FALSE,FALSE,,FALSE,TRUE
